2349 400 400
137 314 -1 0
136 314 -1 0
364 313 -1 0
363 313 -1 0
362 313 -1 0
361 313 -1 0
360 313 -1 0
359 313 -1 0
358 313 -1 0
357 313 -1 0
356 313 -1 0
355 313 -1 0
354 313 -1 0
353 313 -1 0
147 313 -1 0
146 313 -1 0
145 313 -1 0
144 313 -1 0
143 313 -1 0
142 313 -1 0
141 313 -1 0
140 313 -1 0
139 313 -1 0
138 313 -1 0
137 313 -1 0
136 313 -1 0
364 312 -1 0
363 312 -1 0
362 312 -1 0
361 312 -1 0
360 312 -1 0
359 312 -1 0
358 312 -1 0
357 312 -1 0
356 312 -1 0
355 312 -1 0
354 312 -1 0
353 312 -1 0
147 312 -1 0
146 312 -1 0
145 312 -1 0
144 312 -1 0
143 312 -1 0
142 312 -1 0
141 312 -1 0
140 312 -1 0
139 312 -1 0
138 312 -1 0
137 312 -1 0
136 312 -1 0
365 311 -1 0
364 311 -1 0
363 311 -1 0
362 311 -1 0
361 311 -1 0
360 311 -1 0
359 311 -1 0
358 311 -1 0
357 311 -1 0
356 311 -1 0
355 311 -1 0
354 311 -1 0
147 311 -1 0
146 311 -1 0
145 311 -1 0
144 311 -1 0
143 311 -1 0
142 311 -1 0
141 311 -1 0
140 311 -1 0
139 311 -1 0
138 311 -1 0
137 311 -1 0
366 310 -1 0
365 310 -1 0
364 310 -1 0
363 310 -1 0
362 310 -1 0
361 310 -1 0
360 310 -1 0
359 310 -1 0
358 310 -1 0
357 310 -1 0
356 310 -1 0
355 310 -1 0
354 310 -1 0
148 310 -1 0
147 310 -1 0
146 310 -1 0
145 310 -1 0
144 310 -1 0
143 310 -1 0
142 310 -1 0
141 310 -1 0
140 310 -1 0
139 310 -1 0
138 310 -1 0
137 310 -1 0
366 309 -1 0
365 309 -1 0
364 309 -1 0
363 309 -1 0
362 309 -1 0
361 309 -1 0
360 309 -1 0
359 309 -1 0
358 309 -1 0
357 309 -1 0
356 309 -1 0
355 309 -1 0
354 309 -1 0
148 309 -1 0
147 309 -1 0
146 309 -1 0
145 309 -1 0
144 309 -1 0
143 309 -1 0
142 309 -1 0
141 309 -1 0
140 309 -1 0
139 309 -1 0
138 309 -1 0
137 309 -1 0
368 308 -1 0
367 308 -1 0
366 308 -1 0
365 308 -1 0
364 308 -1 0
363 308 -1 0
362 308 -1 0
361 308 -1 0
360 308 -1 0
359 308 -1 0
358 308 -1 0
357 308 -1 0
356 308 -1 0
355 308 -1 0
148 308 -1 0
147 308 -1 0
146 308 -1 0
145 308 -1 0
144 308 -1 0
143 308 -1 0
142 308 -1 0
141 308 -1 0
140 308 -1 0
139 308 -1 0
138 308 -1 0
369 307 -1 0
368 307 -1 0
367 307 -1 0
366 307 -1 0
365 307 -1 0
364 307 -1 0
363 307 -1 0
362 307 -1 0
361 307 -1 0
360 307 -1 0
359 307 -1 0
358 307 -1 0
357 307 -1 0
356 307 -1 0
355 307 -1 0
148 307 -1 0
147 307 -1 0
146 307 -1 0
145 307 -1 0
144 307 -1 0
143 307 -1 0
142 307 -1 0
141 307 -1 0
140 307 -1 0
139 307 -1 0
138 307 -1 0
369 306 -1 0
368 306 -1 0
367 306 -1 0
366 306 -1 0
365 306 -1 0
364 306 -1 0
363 306 -1 0
362 306 -1 0
361 306 -1 0
360 306 -1 0
359 306 -1 0
358 306 -1 0
357 306 -1 0
356 306 -1 0
148 306 -1 0
147 306 -1 0
146 306 -1 0
145 306 -1 0
144 306 -1 0
143 306 -1 0
142 306 -1 0
141 306 -1 0
140 306 -1 0
139 306 -1 0
138 306 -1 0
370 305 -1 0
369 305 -1 0
368 305 -1 0
367 305 -1 0
366 305 -1 0
365 305 -1 0
364 305 -1 0
363 305 -1 0
362 305 -1 0
361 305 -1 0
360 305 -1 0
359 305 -1 0
358 305 -1 0
357 305 -1 0
148 305 -1 0
147 305 -1 0
146 305 -1 0
145 305 -1 0
144 305 -1 0
143 305 -1 0
142 305 -1 0
141 305 -1 0
140 305 -1 0
139 305 -1 0
138 305 -1 0
371 304 -1 0
370 304 -1 0
369 304 -1 0
368 304 -1 0
367 304 -1 0
366 304 -1 0
365 304 -1 0
364 304 -1 0
363 304 -1 0
362 304 -1 0
361 304 -1 0
360 304 -1 0
359 304 -1 0
358 304 -1 0
357 304 -1 0
242 304 -1 1
148 304 -1 0
147 304 -1 0
146 304 -1 0
145 304 -1 0
144 304 -1 0
143 304 -1 0
142 304 -1 0
141 304 -1 0
140 304 -1 0
139 304 -1 0
138 304 -1 0
372 303 -1 0
371 303 -1 0
370 303 -1 0
369 303 -1 0
368 303 -1 0
367 303 -1 0
366 303 -1 0
365 303 -1 0
364 303 -1 0
363 303 -1 0
362 303 -1 0
361 303 -1 0
360 303 -1 0
359 303 -1 0
358 303 -1 0
245 303 -1 1
244 303 -1 1
243 303 -1 1
242 303 -1 1
241 303 -1 1
240 303 -1 1
239 303 -1 1
148 303 -1 0
147 303 -1 0
146 303 -1 0
145 303 -1 0
144 303 -1 0
143 303 -1 0
142 303 -1 0
141 303 -1 0
140 303 -1 0
139 303 -1 0
138 303 -1 0
372 302 -1 0
371 302 -1 0
370 302 -1 0
369 302 -1 0
368 302 -1 0
367 302 -1 0
366 302 -1 0
365 302 -1 0
364 302 -1 0
363 302 -1 0
362 302 -1 0
361 302 -1 0
360 302 -1 0
359 302 -1 0
358 302 -1 0
246 302 -1 1
245 302 -1 1
244 302 -1 1
243 302 -1 1
242 302 -1 1
241 302 -1 1
240 302 -1 1
239 302 -1 1
238 302 -1 1
148 302 -1 0
147 302 -1 0
146 302 -1 0
145 302 -1 0
144 302 -1 0
143 302 -1 0
142 302 -1 0
141 302 -1 0
140 302 -1 0
139 302 -1 0
138 302 -1 0
373 301 -1 0
372 301 -1 0
371 301 -1 0
370 301 -1 0
369 301 -1 0
368 301 -1 0
367 301 -1 0
366 301 -1 0
365 301 -1 0
364 301 -1 0
363 301 -1 0
362 301 -1 0
361 301 -1 0
360 301 -1 0
359 301 -1 0
246 301 -1 1
245 301 -1 1
244 301 -1 1
243 301 -1 1
242 301 -1 1
241 301 -1 1
240 301 -1 1
239 301 -1 1
238 301 -1 1
148 301 -1 0
147 301 -1 0
146 301 -1 0
145 301 -1 0
144 301 -1 0
143 301 -1 0
142 301 -1 0
141 301 -1 0
140 301 -1 0
139 301 -1 0
138 301 -1 0
374 300 -1 0
373 300 -1 0
372 300 -1 0
371 300 -1 0
370 300 -1 0
369 300 -1 0
368 300 -1 0
367 300 -1 0
366 300 -1 0
365 300 -1 0
364 300 -1 0
363 300 -1 0
362 300 -1 0
361 300 -1 0
360 300 -1 0
246 300 -1 1
245 300 -1 1
244 300 -1 1
243 300 -1 1
242 300 -1 1
241 300 -1 1
240 300 -1 1
239 300 -1 1
238 300 -1 1
148 300 -1 0
147 300 -1 0
146 300 -1 0
145 300 -1 0
144 300 -1 0
143 300 -1 0
142 300 -1 0
141 300 -1 0
140 300 -1 0
139 300 -1 0
138 300 -1 0
375 299 -1 0
374 299 -1 0
373 299 -1 0
372 299 -1 0
371 299 -1 0
370 299 -1 0
369 299 -1 0
368 299 -1 0
367 299 -1 0
366 299 -1 0
365 299 -1 0
364 299 -1 0
363 299 -1 0
362 299 -1 0
247 299 -1 1
246 299 -1 1
245 299 -1 1
244 299 -1 1
243 299 -1 1
242 299 -1 1
241 299 -1 1
240 299 -1 1
239 299 -1 1
238 299 -1 1
237 299 -1 1
149 299 -1 0
148 299 -1 0
147 299 -1 0
146 299 -1 0
145 299 -1 0
144 299 -1 0
143 299 -1 0
142 299 -1 0
141 299 -1 0
140 299 -1 0
139 299 -1 0
138 299 -1 0
376 298 -1 0
375 298 -1 0
374 298 -1 0
373 298 -1 0
372 298 -1 0
371 298 -1 0
370 298 -1 0
369 298 -1 0
368 298 -1 0
367 298 -1 0
366 298 -1 0
365 298 -1 0
364 298 -1 0
363 298 -1 0
362 298 -1 0
246 298 -1 1
245 298 -1 1
244 298 -1 1
243 298 -1 1
242 298 -1 1
241 298 -1 1
240 298 -1 1
239 298 -1 1
238 298 -1 1
148 298 -1 0
147 298 -1 0
146 298 -1 0
145 298 -1 0
144 298 -1 0
143 298 -1 0
142 298 -1 0
141 298 -1 0
140 298 -1 0
139 298 -1 0
378 297 -1 0
377 297 -1 0
376 297 -1 0
375 297 -1 0
374 297 -1 0
373 297 -1 0
372 297 -1 0
371 297 -1 0
370 297 -1 0
369 297 -1 0
368 297 -1 0
367 297 -1 0
366 297 -1 0
365 297 -1 0
364 297 -1 0
363 297 -1 0
246 297 -1 1
245 297 -1 1
244 297 -1 1
243 297 -1 1
242 297 -1 1
241 297 -1 1
240 297 -1 1
239 297 -1 1
238 297 -1 1
218 297 -1 1
148 297 -1 0
147 297 -1 0
146 297 -1 0
145 297 -1 0
144 297 -1 0
143 297 -1 0
142 297 -1 0
141 297 -1 0
140 297 -1 0
139 297 -1 0
380 296 -1 0
379 296 -1 0
378 296 -1 0
377 296 -1 0
376 296 -1 0
375 296 -1 0
374 296 -1 0
373 296 -1 0
372 296 -1 0
371 296 -1 0
370 296 -1 0
369 296 -1 0
368 296 -1 0
367 296 -1 0
366 296 -1 0
365 296 -1 0
364 296 -1 0
246 296 -1 1
245 296 -1 1
244 296 -1 1
243 296 -1 1
242 296 -1 1
241 296 -1 1
240 296 -1 1
239 296 -1 1
238 296 -1 1
221 296 -1 1
220 296 -1 1
219 296 -1 1
218 296 -1 1
217 296 -1 1
216 296 -1 1
215 296 -1 1
148 296 -1 0
147 296 -1 0
146 296 -1 0
145 296 -1 0
144 296 -1 0
143 296 -1 0
142 296 -1 0
141 296 -1 0
140 296 -1 0
139 296 -1 0
382 295 -1 0
381 295 -1 0
380 295 -1 0
379 295 -1 0
378 295 -1 0
377 295 -1 0
376 295 -1 0
375 295 -1 0
374 295 -1 0
373 295 -1 0
372 295 -1 0
371 295 -1 0
370 295 -1 0
369 295 -1 0
368 295 -1 0
367 295 -1 0
366 295 -1 0
365 295 -1 0
364 295 -1 0
245 295 -1 1
244 295 -1 1
243 295 -1 1
242 295 -1 1
241 295 -1 1
240 295 -1 1
239 295 -1 1
222 295 -1 1
221 295 -1 1
220 295 -1 1
219 295 -1 1
218 295 -1 1
217 295 -1 1
216 295 -1 1
215 295 -1 1
214 295 -1 1
147 295 -1 0
146 295 -1 0
145 295 -1 0
144 295 -1 0
143 295 -1 0
142 295 -1 0
141 295 -1 0
140 295 -1 0
383 294 -1 0
382 294 -1 0
381 294 -1 0
380 294 -1 0
379 294 -1 0
378 294 -1 0
377 294 -1 0
376 294 -1 0
375 294 -1 0
374 294 -1 0
373 294 -1 0
372 294 -1 0
371 294 -1 0
370 294 -1 0
369 294 -1 0
368 294 -1 0
367 294 -1 0
366 294 -1 0
365 294 -1 0
242 294 -1 1
222 294 -1 1
221 294 -1 1
220 294 -1 1
219 294 -1 1
218 294 -1 1
217 294 -1 1
216 294 -1 1
215 294 -1 1
214 294 -1 1
144 294 -1 0
143 294 -1 0
384 293 -1 0
383 293 -1 0
382 293 -1 0
381 293 -1 0
380 293 -1 0
379 293 -1 0
378 293 -1 0
377 293 -1 0
376 293 -1 0
375 293 -1 0
374 293 -1 0
373 293 -1 0
372 293 -1 0
371 293 -1 0
370 293 -1 0
369 293 -1 0
368 293 -1 0
367 293 -1 0
366 293 -1 0
222 293 -1 1
221 293 -1 1
220 293 -1 1
219 293 -1 1
218 293 -1 1
217 293 -1 1
216 293 -1 1
215 293 -1 1
214 293 -1 1
384 292 -1 0
383 292 -1 0
382 292 -1 0
381 292 -1 0
380 292 -1 0
379 292 -1 0
378 292 -1 0
377 292 -1 0
376 292 -1 0
375 292 -1 0
374 292 -1 0
373 292 -1 0
372 292 -1 0
371 292 -1 0
370 292 -1 0
369 292 -1 0
368 292 -1 0
367 292 -1 0
223 292 -1 1
222 292 -1 1
221 292 -1 1
220 292 -1 1
219 292 -1 1
218 292 -1 1
217 292 -1 1
216 292 -1 1
215 292 -1 1
214 292 -1 1
213 292 -1 1
384 291 -1 0
383 291 -1 0
382 291 -1 0
381 291 -1 0
380 291 -1 0
379 291 -1 0
378 291 -1 0
377 291 -1 0
376 291 -1 0
375 291 -1 0
374 291 -1 0
373 291 -1 0
372 291 -1 0
371 291 -1 0
370 291 -1 0
369 291 -1 0
368 291 -1 0
222 291 -1 1
221 291 -1 1
220 291 -1 1
219 291 -1 1
218 291 -1 1
217 291 -1 1
216 291 -1 1
215 291 -1 1
214 291 -1 1
385 290 -1 0
384 290 -1 0
383 290 -1 0
382 290 -1 0
381 290 -1 0
380 290 -1 0
379 290 -1 0
378 290 -1 0
377 290 -1 0
376 290 -1 0
375 290 -1 0
374 290 -1 0
373 290 -1 0
372 290 -1 0
371 290 -1 0
370 290 -1 0
369 290 -1 0
222 290 -1 1
221 290 -1 1
220 290 -1 1
219 290 -1 1
218 290 -1 1
217 290 -1 1
216 290 -1 1
215 290 -1 1
214 290 -1 1
384 289 -1 0
383 289 -1 0
382 289 -1 0
381 289 -1 0
380 289 -1 0
379 289 -1 0
378 289 -1 0
377 289 -1 0
376 289 -1 0
375 289 -1 0
374 289 -1 0
373 289 -1 0
372 289 -1 0
371 289 -1 0
222 289 -1 1
221 289 -1 1
220 289 -1 1
219 289 -1 1
218 289 -1 1
217 289 -1 1
216 289 -1 1
215 289 -1 1
214 289 -1 1
384 288 -1 0
383 288 -1 0
382 288 -1 0
381 288 -1 0
380 288 -1 0
379 288 -1 0
378 288 -1 0
377 288 -1 0
376 288 -1 0
375 288 -1 0
374 288 -1 0
373 288 -1 0
372 288 -1 0
221 288 -1 1
220 288 -1 1
219 288 -1 1
218 288 -1 1
217 288 -1 1
216 288 -1 1
215 288 -1 1
384 287 -1 0
383 287 -1 0
382 287 -1 0
381 287 -1 0
380 287 -1 0
379 287 -1 0
378 287 -1 0
377 287 -1 0
376 287 -1 0
375 287 -1 0
374 287 -1 0
218 287 -1 1
383 286 -1 0
382 286 -1 0
381 286 -1 0
380 286 -1 0
379 286 -1 0
378 286 -1 0
377 286 -1 0
380 285 -1 0
305 279 -1 0
308 278 -1 0
307 278 -1 0
306 278 -1 0
305 278 -1 0
304 278 -1 0
303 278 -1 0
302 278 -1 0
309 277 -1 0
308 277 -1 0
307 277 -1 0
306 277 -1 0
305 277 -1 0
304 277 -1 0
303 277 -1 0
302 277 -1 0
301 277 -1 0
309 276 -1 0
308 276 -1 0
307 276 -1 0
306 276 -1 0
305 276 -1 0
304 276 -1 0
303 276 -1 0
302 276 -1 0
301 276 -1 0
309 275 -1 0
308 275 -1 0
307 275 -1 0
306 275 -1 0
305 275 -1 0
304 275 -1 0
303 275 -1 0
302 275 -1 0
301 275 -1 0
300 275 -1 0
310 274 -1 0
309 274 -1 0
308 274 -1 0
307 274 -1 0
306 274 -1 0
305 274 -1 0
304 274 -1 0
303 274 -1 0
302 274 -1 0
301 274 -1 0
300 274 -1 0
299 274 -1 0
310 273 -1 0
309 273 -1 0
308 273 -1 0
307 273 -1 0
306 273 -1 0
305 273 -1 0
304 273 -1 0
303 273 -1 0
302 273 -1 0
301 273 -1 0
300 273 -1 0
299 273 -1 0
309 272 -1 0
308 272 -1 0
307 272 -1 0
306 272 -1 0
305 272 -1 0
304 272 -1 0
303 272 -1 0
302 272 -1 0
301 272 -1 0
300 272 -1 0
299 272 -1 0
309 271 -1 0
308 271 -1 0
307 271 -1 0
306 271 -1 0
305 271 -1 0
304 271 -1 0
303 271 -1 0
302 271 -1 0
301 271 -1 0
300 271 -1 0
299 271 -1 0
298 271 -1 0
309 270 -1 0
308 270 -1 0
307 270 -1 0
306 270 -1 0
305 270 -1 0
304 270 -1 0
303 270 -1 0
302 270 -1 0
301 270 -1 0
300 270 -1 0
299 270 -1 0
298 270 -1 0
308 269 -1 0
307 269 -1 0
306 269 -1 0
305 269 -1 0
304 269 -1 0
303 269 -1 0
302 269 -1 0
301 269 -1 0
300 269 -1 0
299 269 -1 0
298 269 -1 0
297 269 -1 0
308 268 -1 0
307 268 -1 0
306 268 -1 0
305 268 -1 0
304 268 -1 0
303 268 -1 0
302 268 -1 0
301 268 -1 0
300 268 -1 0
299 268 -1 0
298 268 -1 0
297 268 -1 0
307 267 -1 0
306 267 -1 0
305 267 -1 0
304 267 -1 0
303 267 -1 0
302 267 -1 0
301 267 -1 0
300 267 -1 0
299 267 -1 0
298 267 -1 0
297 267 -1 0
296 267 -1 0
307 266 -1 0
306 266 -1 0
305 266 -1 0
304 266 -1 0
303 266 -1 0
302 266 -1 0
301 266 -1 0
300 266 -1 0
299 266 -1 0
298 266 -1 0
297 266 -1 0
296 266 -1 0
306 265 -1 0
305 265 -1 0
304 265 -1 0
303 265 -1 0
302 265 -1 0
301 265 -1 0
300 265 -1 0
299 265 -1 0
298 265 -1 0
297 265 -1 0
296 265 -1 0
306 264 -1 0
305 264 -1 0
304 264 -1 0
303 264 -1 0
302 264 -1 0
301 264 -1 0
300 264 -1 0
299 264 -1 0
298 264 -1 0
297 264 -1 0
296 264 -1 0
295 264 -1 0
306 263 -1 0
305 263 -1 0
304 263 -1 0
303 263 -1 0
302 263 -1 0
301 263 -1 0
300 263 -1 0
299 263 -1 0
298 263 -1 0
297 263 -1 0
296 263 -1 0
305 262 -1 0
304 262 -1 0
303 262 -1 0
302 262 -1 0
301 262 -1 0
300 262 -1 0
299 262 -1 0
298 262 -1 0
297 262 -1 0
296 262 -1 0
295 262 -1 0
305 261 -1 0
304 261 -1 0
303 261 -1 0
302 261 -1 0
301 261 -1 0
300 261 -1 0
299 261 -1 0
298 261 -1 0
297 261 -1 0
296 261 -1 0
295 261 -1 0
304 260 -1 0
303 260 -1 0
302 260 -1 0
301 260 -1 0
300 260 -1 0
299 260 -1 0
298 260 -1 0
297 260 -1 0
296 260 -1 0
295 260 -1 0
304 259 -1 0
303 259 -1 0
302 259 -1 0
301 259 -1 0
300 259 -1 0
299 259 -1 0
298 259 -1 0
297 259 -1 0
296 259 -1 0
295 259 -1 0
294 259 -1 0
247 259 -1 1
304 258 -1 0
303 258 -1 0
302 258 -1 0
301 258 -1 0
300 258 -1 0
299 258 -1 0
298 258 -1 0
297 258 -1 0
296 258 -1 0
295 258 -1 0
294 258 -1 0
250 258 -1 1
249 258 -1 1
248 258 -1 1
247 258 -1 1
246 258 -1 1
245 258 -1 1
244 258 -1 1
303 257 -1 0
302 257 -1 0
301 257 -1 0
300 257 -1 0
299 257 -1 0
298 257 -1 0
297 257 -1 0
296 257 -1 0
295 257 -1 0
294 257 -1 0
293 257 -1 0
251 257 -1 1
250 257 -1 1
249 257 -1 1
248 257 -1 1
247 257 -1 1
246 257 -1 1
245 257 -1 1
244 257 -1 1
243 257 -1 1
303 256 -1 0
302 256 -1 0
301 256 -1 0
300 256 -1 0
299 256 -1 0
298 256 -1 0
297 256 -1 0
296 256 -1 0
