335 400 400
90 353 -1 1
89 353 -1 1
88 353 -1 1
87 353 -1 1
86 353 -1 1
85 353 -1 1
173 352 -1 1
172 352 -1 1
171 352 -1 1
170 352 -1 1
169 352 -1 1
168 352 -1 1
167 352 -1 1
166 352 -1 1
165 352 -1 1
93 352 -1 1
92 352 -1 1
91 352 -1 1
90 352 -1 1
89 352 -1 1
88 352 -1 1
87 352 -1 1
86 352 -1 1
85 352 -1 1
173 351 -1 1
172 351 -1 1
171 351 -1 1
170 351 -1 1
169 351 -1 1
168 351 -1 1
167 351 -1 1
166 351 -1 1
165 351 -1 1
92 351 -1 1
91 351 -1 1
90 351 -1 1
89 351 -1 1
88 351 -1 1
87 351 -1 1
86 351 -1 1
172 350 -1 1
171 350 -1 1
170 350 -1 1
169 350 -1 1
168 350 -1 1
167 350 -1 1
166 350 -1 1
89 350 -1 1
169 349 -1 1
127 346 -1 1
130 345 -1 1
129 345 -1 1
128 345 -1 1
127 345 -1 1
126 345 -1 1
125 345 -1 1
124 345 -1 1
131 344 -1 1
130 344 -1 1
129 344 -1 1
128 344 -1 1
127 344 -1 1
126 344 -1 1
125 344 -1 1
124 344 -1 1
123 344 -1 1
131 343 -1 1
130 343 -1 1
129 343 -1 1
128 343 -1 1
127 343 -1 1
126 343 -1 1
125 343 -1 1
124 343 -1 1
123 343 -1 1
131 342 -1 1
130 342 -1 1
129 342 -1 1
128 342 -1 1
127 342 -1 1
126 342 -1 1
125 342 -1 1
124 342 -1 1
123 342 -1 1
132 341 -1 1
131 341 -1 1
130 341 -1 1
129 341 -1 1
128 341 -1 1
127 341 -1 1
126 341 -1 1
125 341 -1 1
124 341 -1 1
123 341 -1 1
122 341 -1 1
132 340 -1 1
131 340 -1 1
130 340 -1 1
129 340 -1 1
128 340 -1 1
127 340 -1 1
126 340 -1 1
125 340 -1 1
124 340 -1 1
123 340 -1 1
122 340 -1 1
131 339 -1 1
130 339 -1 1
129 339 -1 1
128 339 -1 1
127 339 -1 1
126 339 -1 1
125 339 -1 1
124 339 -1 1
123 339 -1 1
131 338 -1 1
130 338 -1 1
129 338 -1 1
128 338 -1 1
127 338 -1 1
126 338 -1 1
125 338 -1 1
124 338 -1 1
123 338 -1 1
131 337 -1 1
130 337 -1 1
129 337 -1 1
128 337 -1 1
127 337 -1 1
126 337 -1 1
125 337 -1 1
124 337 -1 1
123 337 -1 1
130 336 -1 1
129 336 -1 1
128 336 -1 1
127 336 -1 1
126 336 -1 1
125 336 -1 1
124 336 -1 1
127 335 -1 1
