1232 400 400
30 230 -1 0
29 230 -1 0
28 230 -1 0
27 230 -1 0
37 229 -1 0
36 229 -1 0
35 229 -1 0
34 229 -1 0
33 229 -1 0
32 229 -1 0
31 229 -1 0
30 229 -1 0
29 229 -1 0
28 229 -1 0
27 229 -1 0
26 229 -1 0
37 228 -1 0
36 228 -1 0
35 228 -1 0
34 228 -1 0
33 228 -1 0
32 228 -1 0
31 228 -1 0
30 228 -1 0
29 228 -1 0
28 228 -1 0
27 228 -1 0
26 228 -1 0
36 227 -1 0
35 227 -1 0
34 227 -1 0
33 227 -1 0
32 227 -1 0
31 227 -1 0
30 227 -1 0
29 227 -1 0
28 227 -1 0
27 227 -1 0
26 227 -1 0
36 226 -1 0
35 226 -1 0
34 226 -1 0
33 226 -1 0
32 226 -1 0
31 226 -1 0
30 226 -1 0
29 226 -1 0
28 226 -1 0
27 226 -1 0
26 226 -1 0
36 225 -1 0
35 225 -1 0
34 225 -1 0
33 225 -1 0
32 225 -1 0
31 225 -1 0
30 225 -1 0
29 225 -1 0
28 225 -1 0
27 225 -1 0
26 225 -1 0
36 224 -1 0
35 224 -1 0
34 224 -1 0
33 224 -1 0
32 224 -1 0
31 224 -1 0
30 224 -1 0
29 224 -1 0
28 224 -1 0
27 224 -1 0
26 224 -1 0
25 224 -1 0
36 223 -1 0
35 223 -1 0
34 223 -1 0
33 223 -1 0
32 223 -1 0
31 223 -1 0
30 223 -1 0
29 223 -1 0
28 223 -1 0
27 223 -1 0
26 223 -1 0
25 223 -1 0
35 222 -1 0
34 222 -1 0
33 222 -1 0
32 222 -1 0
31 222 -1 0
30 222 -1 0
29 222 -1 0
28 222 -1 0
27 222 -1 0
26 222 -1 0
25 222 -1 0
24 222 -1 0
35 221 -1 0
34 221 -1 0
33 221 -1 0
32 221 -1 0
31 221 -1 0
30 221 -1 0
29 221 -1 0
28 221 -1 0
27 221 -1 0
26 221 -1 0
25 221 -1 0
24 221 -1 0
35 220 -1 0
34 220 -1 0
33 220 -1 0
32 220 -1 0
31 220 -1 0
30 220 -1 0
29 220 -1 0
28 220 -1 0
27 220 -1 0
26 220 -1 0
25 220 -1 0
24 220 -1 0
23 220 -1 0
34 219 -1 0
33 219 -1 0
32 219 -1 0
31 219 -1 0
30 219 -1 0
29 219 -1 0
28 219 -1 0
27 219 -1 0
26 219 -1 0
25 219 -1 0
24 219 -1 0
23 219 -1 0
22 219 -1 0
34 218 -1 0
33 218 -1 0
32 218 -1 0
31 218 -1 0
30 218 -1 0
29 218 -1 0
28 218 -1 0
27 218 -1 0
26 218 -1 0
25 218 -1 0
24 218 -1 0
23 218 -1 0
22 218 -1 0
21 218 -1 0
33 217 -1 0
32 217 -1 0
31 217 -1 0
30 217 -1 0
29 217 -1 0
28 217 -1 0
27 217 -1 0
26 217 -1 0
25 217 -1 0
24 217 -1 0
23 217 -1 0
22 217 -1 0
21 217 -1 0
33 216 -1 0
32 216 -1 0
31 216 -1 0
30 216 -1 0
29 216 -1 0
28 216 -1 0
27 216 -1 0
26 216 -1 0
25 216 -1 0
24 216 -1 0
23 216 -1 0
22 216 -1 0
21 216 -1 0
20 216 -1 0
32 215 -1 0
31 215 -1 0
30 215 -1 0
29 215 -1 0
28 215 -1 0
27 215 -1 0
26 215 -1 0
25 215 -1 0
24 215 -1 0
23 215 -1 0
22 215 -1 0
21 215 -1 0
20 215 -1 0
32 214 -1 0
31 214 -1 0
30 214 -1 0
29 214 -1 0
28 214 -1 0
27 214 -1 0
26 214 -1 0
25 214 -1 0
24 214 -1 0
23 214 -1 0
22 214 -1 0
21 214 -1 0
20 214 -1 0
31 213 -1 0
30 213 -1 0
29 213 -1 0
28 213 -1 0
27 213 -1 0
26 213 -1 0
25 213 -1 0
24 213 -1 0
23 213 -1 0
22 213 -1 0
21 213 -1 0
20 213 -1 0
19 213 -1 0
30 212 -1 0
29 212 -1 0
28 212 -1 0
27 212 -1 0
26 212 -1 0
25 212 -1 0
24 212 -1 0
23 212 -1 0
22 212 -1 0
21 212 -1 0
20 212 -1 0
19 212 -1 0
29 211 -1 0
28 211 -1 0
27 211 -1 0
26 211 -1 0
25 211 -1 0
24 211 -1 0
23 211 -1 0
22 211 -1 0
21 211 -1 0
20 211 -1 0
19 211 -1 0
29 210 -1 0
28 210 -1 0
27 210 -1 0
26 210 -1 0
25 210 -1 0
24 210 -1 0
23 210 -1 0
22 210 -1 0
21 210 -1 0
20 210 -1 0
19 210 -1 0
30 209 -1 0
29 209 -1 0
28 209 -1 0
27 209 -1 0
26 209 -1 0
25 209 -1 0
24 209 -1 0
23 209 -1 0
22 209 -1 0
21 209 -1 0
20 209 -1 0
19 209 -1 0
30 208 -1 0
29 208 -1 0
28 208 -1 0
27 208 -1 0
26 208 -1 0
25 208 -1 0
24 208 -1 0
23 208 -1 0
22 208 -1 0
21 208 -1 0
20 208 -1 0
30 207 -1 0
29 207 -1 0
28 207 -1 0
27 207 -1 0
26 207 -1 0
25 207 -1 0
24 207 -1 0
23 207 -1 0
22 207 -1 0
21 207 -1 0
20 207 -1 0
29 206 -1 0
28 206 -1 0
27 206 -1 0
26 206 -1 0
25 206 -1 0
24 206 -1 0
23 206 -1 0
22 206 -1 0
21 206 -1 0
20 206 -1 0
30 205 -1 0
29 205 -1 0
28 205 -1 0
27 205 -1 0
26 205 -1 0
25 205 -1 0
24 205 -1 0
23 205 -1 0
22 205 -1 0
21 205 -1 0
30 204 -1 0
29 204 -1 0
28 204 -1 0
27 204 -1 0
26 204 -1 0
25 204 -1 0
24 204 -1 0
23 204 -1 0
22 204 -1 0
21 204 -1 0
20 204 -1 0
30 203 -1 0
29 203 -1 0
28 203 -1 0
27 203 -1 0
26 203 -1 0
25 203 -1 0
24 203 -1 0
23 203 -1 0
22 203 -1 0
21 203 -1 0
31 202 -1 0
30 202 -1 0
29 202 -1 0
28 202 -1 0
27 202 -1 0
26 202 -1 0
25 202 -1 0
24 202 -1 0
23 202 -1 0
22 202 -1 0
21 202 -1 0
20 202 -1 0
31 201 -1 0
30 201 -1 0
29 201 -1 0
28 201 -1 0
27 201 -1 0
26 201 -1 0
25 201 -1 0
24 201 -1 0
23 201 -1 0
22 201 -1 0
21 201 -1 0
31 200 -1 0
30 200 -1 0
29 200 -1 0
28 200 -1 0
27 200 -1 0
26 200 -1 0
25 200 -1 0
24 200 -1 0
23 200 -1 0
22 200 -1 0
21 200 -1 0
31 199 -1 0
30 199 -1 0
29 199 -1 0
28 199 -1 0
27 199 -1 0
26 199 -1 0
25 199 -1 0
24 199 -1 0
23 199 -1 0
22 199 -1 0
21 199 -1 0
32 198 -1 0
31 198 -1 0
30 198 -1 0
29 198 -1 0
28 198 -1 0
27 198 -1 0
26 198 -1 0
25 198 -1 0
24 198 -1 0
23 198 -1 0
22 198 -1 0
31 197 -1 0
30 197 -1 0
29 197 -1 0
28 197 -1 0
27 197 -1 0
26 197 -1 0
25 197 -1 0
24 197 -1 0
23 197 -1 0
22 197 -1 0
281 196 -1 1
257 196 -1 1
32 196 -1 0
31 196 -1 0
30 196 -1 0
29 196 -1 0
28 196 -1 0
27 196 -1 0
26 196 -1 0
25 196 -1 0
24 196 -1 0
23 196 -1 0
22 196 -1 0
283 195 -1 1
282 195 -1 1
281 195 -1 1
280 195 -1 1
279 195 -1 1
278 195 -1 1
260 195 -1 1
259 195 -1 1
258 195 -1 1
257 195 -1 1
256 195 -1 1
255 195 -1 1
254 195 -1 1
32 195 -1 0
31 195 -1 0
30 195 -1 0
29 195 -1 0
28 195 -1 0
27 195 -1 0
26 195 -1 0
25 195 -1 0
24 195 -1 0
23 195 -1 0
22 195 -1 0
284 194 -1 1
283 194 -1 1
282 194 -1 1
281 194 -1 1
280 194 -1 1
279 194 -1 1
278 194 -1 1
277 194 -1 1
261 194 -1 1
260 194 -1 1
259 194 -1 1
258 194 -1 1
257 194 -1 1
256 194 -1 1
255 194 -1 1
254 194 -1 1
253 194 -1 1
32 194 -1 0
31 194 -1 0
30 194 -1 0
29 194 -1 0
28 194 -1 0
27 194 -1 0
26 194 -1 0
25 194 -1 0
24 194 -1 0
23 194 -1 0
285 193 -1 1
284 193 -1 1
283 193 -1 1
282 193 -1 1
281 193 -1 1
280 193 -1 1
279 193 -1 1
278 193 -1 1
277 193 -1 1
261 193 -1 1
260 193 -1 1
259 193 -1 1
258 193 -1 1
257 193 -1 1
256 193 -1 1
255 193 -1 1
254 193 -1 1
253 193 -1 1
32 193 -1 0
31 193 -1 0
30 193 -1 0
29 193 -1 0
28 193 -1 0
27 193 -1 0
26 193 -1 0
25 193 -1 0
24 193 -1 0
23 193 -1 0
285 192 -1 1
284 192 -1 1
283 192 -1 1
282 192 -1 1
281 192 -1 1
280 192 -1 1
279 192 -1 1
278 192 -1 1
277 192 -1 1
261 192 -1 1
260 192 -1 1
259 192 -1 1
258 192 -1 1
257 192 -1 1
256 192 -1 1
255 192 -1 1
254 192 -1 1
253 192 -1 1
33 192 -1 0
32 192 -1 0
31 192 -1 0
30 192 -1 0
29 192 -1 0
28 192 -1 0
27 192 -1 0
26 192 -1 0
25 192 -1 0
24 192 -1 0
23 192 -1 0
286 191 -1 1
285 191 -1 1
284 191 -1 1
283 191 -1 1
282 191 -1 1
281 191 -1 1
280 191 -1 1
279 191 -1 1
278 191 -1 1
277 191 -1 1
276 191 -1 1
262 191 -1 1
261 191 -1 1
260 191 -1 1
259 191 -1 1
258 191 -1 1
257 191 -1 1
256 191 -1 1
255 191 -1 1
254 191 -1 1
253 191 -1 1
252 191 -1 1
33 191 -1 0
32 191 -1 0
31 191 -1 0
30 191 -1 0
29 191 -1 0
28 191 -1 0
27 191 -1 0
26 191 -1 0
25 191 -1 0
24 191 -1 0
23 191 -1 0
285 190 -1 1
284 190 -1 1
283 190 -1 1
282 190 -1 1
281 190 -1 1
280 190 -1 1
279 190 -1 1
278 190 -1 1
277 190 -1 1
261 190 -1 1
260 190 -1 1
259 190 -1 1
258 190 -1 1
257 190 -1 1
256 190 -1 1
255 190 -1 1
254 190 -1 1
253 190 -1 1
33 190 -1 0
32 190 -1 0
31 190 -1 0
30 190 -1 0
29 190 -1 0
28 190 -1 0
27 190 -1 0
26 190 -1 0
25 190 -1 0
24 190 -1 0
23 190 -1 0
285 189 -1 1
284 189 -1 1
283 189 -1 1
282 189 -1 1
281 189 -1 1
280 189 -1 1
279 189 -1 1
278 189 -1 1
277 189 -1 1
261 189 -1 1
260 189 -1 1
259 189 -1 1
258 189 -1 1
257 189 -1 1
256 189 -1 1
255 189 -1 1
254 189 -1 1
253 189 -1 1
33 189 -1 0
32 189 -1 0
31 189 -1 0
30 189 -1 0
29 189 -1 0
28 189 -1 0
27 189 -1 0
26 189 -1 0
25 189 -1 0
24 189 -1 0
23 189 -1 0
285 188 -1 1
284 188 -1 1
283 188 -1 1
282 188 -1 1
281 188 -1 1
280 188 -1 1
279 188 -1 1
278 188 -1 1
277 188 -1 1
261 188 -1 1
260 188 -1 1
259 188 -1 1
258 188 -1 1
257 188 -1 1
256 188 -1 1
255 188 -1 1
254 188 -1 1
253 188 -1 1
33 188 -1 0
32 188 -1 0
31 188 -1 0
30 188 -1 0
29 188 -1 0
28 188 -1 0
27 188 -1 0
26 188 -1 0
25 188 -1 0
24 188 -1 0
23 188 -1 0
284 187 -1 1
283 187 -1 1
282 187 -1 1
281 187 -1 1
280 187 -1 1
279 187 -1 1
278 187 -1 1
260 187 -1 1
259 187 -1 1
258 187 -1 1
257 187 -1 1
256 187 -1 1
255 187 -1 1
254 187 -1 1
33 187 -1 0
32 187 -1 0
31 187 -1 0
30 187 -1 0
29 187 -1 0
28 187 -1 0
27 187 -1 0
26 187 -1 0
25 187 -1 0
24 187 -1 0
23 187 -1 0
281 186 -1 1
257 186 -1 1
33 186 -1 0
32 186 -1 0
31 186 -1 0
30 186 -1 0
29 186 -1 0
28 186 -1 0
27 186 -1 0
26 186 -1 0
25 186 -1 0
24 186 -1 0
23 186 -1 0
33 185 -1 0
32 185 -1 0
31 185 -1 0
30 185 -1 0
29 185 -1 0
28 185 -1 0
27 185 -1 0
26 185 -1 0
25 185 -1 0
24 185 -1 0
23 185 -1 0
33 184 -1 0
32 184 -1 0
31 184 -1 0
30 184 -1 0
29 184 -1 0
28 184 -1 0
27 184 -1 0
26 184 -1 0
25 184 -1 0
24 184 -1 0
23 184 -1 0
33 183 -1 0
32 183 -1 0
31 183 -1 0
30 183 -1 0
29 183 -1 0
28 183 -1 0
27 183 -1 0
26 183 -1 0
25 183 -1 0
24 183 -1 0
23 183 -1 0
32 182 -1 0
31 182 -1 0
30 182 -1 0
29 182 -1 0
28 182 -1 0
27 182 -1 0
26 182 -1 0
25 182 -1 0
24 182 -1 0
32 181 -1 0
31 181 -1 0
30 181 -1 0
29 181 -1 0
28 181 -1 0
27 181 -1 0
26 181 -1 0
25 181 -1 0
24 181 -1 0
32 180 -1 0
31 180 -1 0
30 180 -1 0
29 180 -1 0
28 180 -1 0
27 180 -1 0
26 180 -1 0
25 180 -1 0
24 180 -1 0
31 179 -1 0
30 179 -1 0
29 179 -1 0
28 179 -1 0
27 179 -1 0
26 179 -1 0
25 179 -1 0
28 178 -1 0
263 175 -1 1
266 174 -1 1
265 174 -1 1
264 174 -1 1
263 174 -1 1
262 174 -1 1
261 174 -1 1
260 174 -1 1
267 173 -1 1
266 173 -1 1
265 173 -1 1
264 173 -1 1
263 173 -1 1
262 173 -1 1
261 173 -1 1
260 173 -1 1
259 173 -1 1
267 172 -1 1
266 172 -1 1
265 172 -1 1
264 172 -1 1
263 172 -1 1
262 172 -1 1
261 172 -1 1
260 172 -1 1
259 172 -1 1
267 171 -1 1
266 171 -1 1
265 171 -1 1
264 171 -1 1
263 171 -1 1
262 171 -1 1
261 171 -1 1
260 171 -1 1
259 171 -1 1
268 170 -1 1
267 170 -1 1
266 170 -1 1
265 170 -1 1
264 170 -1 1
263 170 -1 1
262 170 -1 1
261 170 -1 1
260 170 -1 1
259 170 -1 1
258 170 -1 1
267 169 -1 1
266 169 -1 1
265 169 -1 1
264 169 -1 1
263 169 -1 1
262 169 -1 1
261 169 -1 1
260 169 -1 1
259 169 -1 1
267 168 -1 1
266 168 -1 1
265 168 -1 1
264 168 -1 1
263 168 -1 1
262 168 -1 1
261 168 -1 1
260 168 -1 1
259 168 -1 1
267 167 -1 1
266 167 -1 1
265 167 -1 1
264 167 -1 1
263 167 -1 1
262 167 -1 1
261 167 -1 1
260 167 -1 1
259 167 -1 1
266 166 -1 1
265 166 -1 1
264 166 -1 1
263 166 -1 1
262 166 -1 1
261 166 -1 1
260 166 -1 1
263 165 -1 1
