4411 400 400
126 296 -1 0
125 296 -1 0
124 296 -1 0
123 296 -1 0
334 295 -1 0
333 295 -1 0
332 295 -1 0
331 295 -1 0
330 295 -1 0
329 295 -1 0
328 295 -1 0
327 295 -1 0
326 295 -1 0
325 295 -1 0
324 295 -1 0
323 295 -1 0
322 295 -1 0
321 295 -1 0
134 295 -1 0
133 295 -1 0
132 295 -1 0
131 295 -1 0
130 295 -1 0
129 295 -1 0
128 295 -1 0
127 295 -1 0
126 295 -1 0
125 295 -1 0
124 295 -1 0
336 294 -1 0
335 294 -1 0
334 294 -1 0
333 294 -1 0
332 294 -1 0
331 294 -1 0
330 294 -1 0
329 294 -1 0
328 294 -1 0
327 294 -1 0
326 294 -1 0
325 294 -1 0
324 294 -1 0
323 294 -1 0
322 294 -1 0
135 294 -1 0
134 294 -1 0
133 294 -1 0
132 294 -1 0
131 294 -1 0
130 294 -1 0
129 294 -1 0
128 294 -1 0
127 294 -1 0
126 294 -1 0
125 294 -1 0
124 294 -1 0
337 293 -1 0
336 293 -1 0
335 293 -1 0
334 293 -1 0
333 293 -1 0
332 293 -1 0
331 293 -1 0
330 293 -1 0
329 293 -1 0
328 293 -1 0
327 293 -1 0
326 293 -1 0
325 293 -1 0
324 293 -1 0
136 293 -1 0
135 293 -1 0
134 293 -1 0
133 293 -1 0
132 293 -1 0
131 293 -1 0
130 293 -1 0
129 293 -1 0
128 293 -1 0
127 293 -1 0
126 293 -1 0
125 293 -1 0
124 293 -1 0
338 292 -1 0
337 292 -1 0
336 292 -1 0
335 292 -1 0
334 292 -1 0
333 292 -1 0
332 292 -1 0
331 292 -1 0
330 292 -1 0
329 292 -1 0
328 292 -1 0
327 292 -1 0
326 292 -1 0
325 292 -1 0
324 292 -1 0
136 292 -1 0
135 292 -1 0
134 292 -1 0
133 292 -1 0
132 292 -1 0
131 292 -1 0
130 292 -1 0
129 292 -1 0
128 292 -1 0
127 292 -1 0
126 292 -1 0
125 292 -1 0
338 291 -1 0
337 291 -1 0
336 291 -1 0
335 291 -1 0
334 291 -1 0
333 291 -1 0
332 291 -1 0
331 291 -1 0
330 291 -1 0
329 291 -1 0
328 291 -1 0
327 291 -1 0
326 291 -1 0
325 291 -1 0
136 291 -1 0
135 291 -1 0
134 291 -1 0
133 291 -1 0
132 291 -1 0
131 291 -1 0
130 291 -1 0
129 291 -1 0
128 291 -1 0
127 291 -1 0
126 291 -1 0
338 290 -1 0
337 290 -1 0
336 290 -1 0
335 290 -1 0
334 290 -1 0
333 290 -1 0
332 290 -1 0
331 290 -1 0
330 290 -1 0
329 290 -1 0
328 290 -1 0
327 290 -1 0
326 290 -1 0
137 290 -1 0
136 290 -1 0
135 290 -1 0
134 290 -1 0
133 290 -1 0
132 290 -1 0
131 290 -1 0
130 290 -1 0
129 290 -1 0
128 290 -1 0
127 290 -1 0
126 290 -1 0
339 289 -1 0
338 289 -1 0
337 289 -1 0
336 289 -1 0
335 289 -1 0
334 289 -1 0
333 289 -1 0
332 289 -1 0
331 289 -1 0
330 289 -1 0
329 289 -1 0
328 289 -1 0
327 289 -1 0
326 289 -1 0
136 289 -1 0
135 289 -1 0
134 289 -1 0
133 289 -1 0
132 289 -1 0
131 289 -1 0
130 289 -1 0
129 289 -1 0
128 289 -1 0
127 289 -1 0
339 288 -1 0
338 288 -1 0
337 288 -1 0
336 288 -1 0
335 288 -1 0
334 288 -1 0
333 288 -1 0
332 288 -1 0
331 288 -1 0
330 288 -1 0
329 288 -1 0
328 288 -1 0
327 288 -1 0
137 288 -1 0
136 288 -1 0
135 288 -1 0
134 288 -1 0
133 288 -1 0
132 288 -1 0
131 288 -1 0
130 288 -1 0
129 288 -1 0
128 288 -1 0
127 288 -1 0
340 287 -1 0
339 287 -1 0
338 287 -1 0
337 287 -1 0
336 287 -1 0
335 287 -1 0
334 287 -1 0
333 287 -1 0
332 287 -1 0
331 287 -1 0
330 287 -1 0
329 287 -1 0
136 287 -1 0
135 287 -1 0
134 287 -1 0
133 287 -1 0
132 287 -1 0
131 287 -1 0
130 287 -1 0
129 287 -1 0
128 287 -1 0
341 286 -1 0
340 286 -1 0
339 286 -1 0
338 286 -1 0
337 286 -1 0
336 286 -1 0
335 286 -1 0
334 286 -1 0
333 286 -1 0
332 286 -1 0
331 286 -1 0
330 286 -1 0
329 286 -1 0
137 286 -1 0
136 286 -1 0
135 286 -1 0
134 286 -1 0
133 286 -1 0
132 286 -1 0
131 286 -1 0
130 286 -1 0
129 286 -1 0
128 286 -1 0
343 285 -1 0
342 285 -1 0
341 285 -1 0
340 285 -1 0
339 285 -1 0
338 285 -1 0
337 285 -1 0
336 285 -1 0
335 285 -1 0
334 285 -1 0
333 285 -1 0
332 285 -1 0
331 285 -1 0
330 285 -1 0
137 285 -1 0
136 285 -1 0
135 285 -1 0
134 285 -1 0
133 285 -1 0
132 285 -1 0
131 285 -1 0
130 285 -1 0
129 285 -1 0
128 285 -1 0
127 285 -1 0
344 284 -1 0
343 284 -1 0
342 284 -1 0
341 284 -1 0
340 284 -1 0
339 284 -1 0
338 284 -1 0
337 284 -1 0
336 284 -1 0
335 284 -1 0
334 284 -1 0
333 284 -1 0
332 284 -1 0
331 284 -1 0
330 284 -1 0
137 284 -1 0
136 284 -1 0
135 284 -1 0
134 284 -1 0
133 284 -1 0
132 284 -1 0
131 284 -1 0
130 284 -1 0
129 284 -1 0
128 284 -1 0
344 283 -1 0
343 283 -1 0
342 283 -1 0
341 283 -1 0
340 283 -1 0
339 283 -1 0
338 283 -1 0
337 283 -1 0
336 283 -1 0
335 283 -1 0
334 283 -1 0
333 283 -1 0
332 283 -1 0
331 283 -1 0
138 283 -1 0
137 283 -1 0
136 283 -1 0
135 283 -1 0
134 283 -1 0
133 283 -1 0
132 283 -1 0
131 283 -1 0
130 283 -1 0
129 283 -1 0
128 283 -1 0
344 282 -1 0
343 282 -1 0
342 282 -1 0
341 282 -1 0
340 282 -1 0
339 282 -1 0
338 282 -1 0
337 282 -1 0
336 282 -1 0
335 282 -1 0
334 282 -1 0
333 282 -1 0
332 282 -1 0
138 282 -1 0
137 282 -1 0
136 282 -1 0
135 282 -1 0
134 282 -1 0
133 282 -1 0
132 282 -1 0
131 282 -1 0
130 282 -1 0
129 282 -1 0
128 282 -1 0
345 281 -1 0
344 281 -1 0
343 281 -1 0
342 281 -1 0
341 281 -1 0
340 281 -1 0
339 281 -1 0
338 281 -1 0
337 281 -1 0
336 281 -1 0
335 281 -1 0
334 281 -1 0
333 281 -1 0
137 281 -1 0
136 281 -1 0
135 281 -1 0
134 281 -1 0
133 281 -1 0
132 281 -1 0
131 281 -1 0
130 281 -1 0
129 281 -1 0
347 280 -1 0
346 280 -1 0
345 280 -1 0
344 280 -1 0
343 280 -1 0
342 280 -1 0
341 280 -1 0
340 280 -1 0
339 280 -1 0
338 280 -1 0
337 280 -1 0
336 280 -1 0
335 280 -1 0
334 280 -1 0
333 280 -1 0
137 280 -1 0
136 280 -1 0
135 280 -1 0
134 280 -1 0
133 280 -1 0
132 280 -1 0
131 280 -1 0
130 280 -1 0
129 280 -1 0
348 279 -1 0
347 279 -1 0
346 279 -1 0
345 279 -1 0
344 279 -1 0
343 279 -1 0
342 279 -1 0
341 279 -1 0
340 279 -1 0
339 279 -1 0
338 279 -1 0
337 279 -1 0
336 279 -1 0
335 279 -1 0
334 279 -1 0
333 279 -1 0
137 279 -1 0
136 279 -1 0
135 279 -1 0
134 279 -1 0
133 279 -1 0
132 279 -1 0
131 279 -1 0
130 279 -1 0
129 279 -1 0
349 278 -1 0
348 278 -1 0
347 278 -1 0
346 278 -1 0
345 278 -1 0
344 278 -1 0
343 278 -1 0
342 278 -1 0
341 278 -1 0
340 278 -1 0
339 278 -1 0
338 278 -1 0
337 278 -1 0
336 278 -1 0
335 278 -1 0
334 278 -1 0
138 278 -1 0
137 278 -1 0
136 278 -1 0
135 278 -1 0
134 278 -1 0
133 278 -1 0
132 278 -1 0
131 278 -1 0
130 278 -1 0
129 278 -1 0
128 278 -1 0
350 277 -1 0
349 277 -1 0
348 277 -1 0
347 277 -1 0
346 277 -1 0
345 277 -1 0
344 277 -1 0
343 277 -1 0
342 277 -1 0
341 277 -1 0
340 277 -1 0
339 277 -1 0
338 277 -1 0
337 277 -1 0
336 277 -1 0
335 277 -1 0
138 277 -1 0
137 277 -1 0
136 277 -1 0
135 277 -1 0
134 277 -1 0
133 277 -1 0
132 277 -1 0
131 277 -1 0
130 277 -1 0
129 277 -1 0
128 277 -1 0
351 276 -1 0
350 276 -1 0
349 276 -1 0
348 276 -1 0
347 276 -1 0
346 276 -1 0
345 276 -1 0
344 276 -1 0
343 276 -1 0
342 276 -1 0
341 276 -1 0
340 276 -1 0
339 276 -1 0
338 276 -1 0
337 276 -1 0
336 276 -1 0
137 276 -1 0
136 276 -1 0
135 276 -1 0
134 276 -1 0
133 276 -1 0
132 276 -1 0
131 276 -1 0
130 276 -1 0
129 276 -1 0
352 275 -1 0
351 275 -1 0
350 275 -1 0
349 275 -1 0
348 275 -1 0
347 275 -1 0
346 275 -1 0
345 275 -1 0
344 275 -1 0
343 275 -1 0
342 275 -1 0
341 275 -1 0
340 275 -1 0
339 275 -1 0
338 275 -1 0
337 275 -1 0
336 275 -1 0
138 275 -1 0
137 275 -1 0
136 275 -1 0
135 275 -1 0
134 275 -1 0
133 275 -1 0
132 275 -1 0
131 275 -1 0
130 275 -1 0
129 275 -1 0
128 275 -1 0
352 274 -1 0
351 274 -1 0
350 274 -1 0
349 274 -1 0
348 274 -1 0
347 274 -1 0
346 274 -1 0
345 274 -1 0
344 274 -1 0
343 274 -1 0
342 274 -1 0
341 274 -1 0
340 274 -1 0
339 274 -1 0
338 274 -1 0
337 274 -1 0
138 274 -1 0
137 274 -1 0
136 274 -1 0
135 274 -1 0
134 274 -1 0
133 274 -1 0
132 274 -1 0
131 274 -1 0
130 274 -1 0
129 274 -1 0
128 274 -1 0
353 273 -1 0
352 273 -1 0
351 273 -1 0
350 273 -1 0
349 273 -1 0
348 273 -1 0
347 273 -1 0
346 273 -1 0
345 273 -1 0
344 273 -1 0
343 273 -1 0
342 273 -1 0
341 273 -1 0
340 273 -1 0
339 273 -1 0
338 273 -1 0
138 273 -1 0
137 273 -1 0
136 273 -1 0
135 273 -1 0
134 273 -1 0
133 273 -1 0
132 273 -1 0
131 273 -1 0
130 273 -1 0
129 273 -1 0
128 273 -1 0
353 272 -1 0
352 272 -1 0
351 272 -1 0
350 272 -1 0
349 272 -1 0
348 272 -1 0
347 272 -1 0
346 272 -1 0
345 272 -1 0
344 272 -1 0
343 272 -1 0
342 272 -1 0
341 272 -1 0
340 272 -1 0
339 272 -1 0
138 272 -1 0
137 272 -1 0
136 272 -1 0
135 272 -1 0
134 272 -1 0
133 272 -1 0
132 272 -1 0
131 272 -1 0
130 272 -1 0
129 272 -1 0
128 272 -1 0
353 271 -1 0
352 271 -1 0
351 271 -1 0
350 271 -1 0
349 271 -1 0
348 271 -1 0
347 271 -1 0
346 271 -1 0
345 271 -1 0
344 271 -1 0
343 271 -1 0
342 271 -1 0
341 271 -1 0
138 271 -1 0
137 271 -1 0
136 271 -1 0
135 271 -1 0
134 271 -1 0
133 271 -1 0
132 271 -1 0
131 271 -1 0
130 271 -1 0
129 271 -1 0
128 271 -1 0
354 270 -1 0
353 270 -1 0
352 270 -1 0
351 270 -1 0
350 270 -1 0
349 270 -1 0
348 270 -1 0
347 270 -1 0
346 270 -1 0
345 270 -1 0
344 270 -1 0
343 270 -1 0
342 270 -1 0
138 270 -1 0
137 270 -1 0
136 270 -1 0
135 270 -1 0
134 270 -1 0
133 270 -1 0
132 270 -1 0
131 270 -1 0
130 270 -1 0
129 270 -1 0
128 270 -1 0
354 269 -1 0
353 269 -1 0
352 269 -1 0
351 269 -1 0
350 269 -1 0
349 269 -1 0
348 269 -1 0
347 269 -1 0
346 269 -1 0
345 269 -1 0
344 269 -1 0
343 269 -1 0
138 269 -1 0
137 269 -1 0
136 269 -1 0
135 269 -1 0
134 269 -1 0
133 269 -1 0
132 269 -1 0
131 269 -1 0
130 269 -1 0
129 269 -1 0
128 269 -1 0
354 268 -1 0
353 268 -1 0
352 268 -1 0
351 268 -1 0
350 268 -1 0
349 268 -1 0
348 268 -1 0
347 268 -1 0
346 268 -1 0
345 268 -1 0
344 268 -1 0
138 268 -1 0
137 268 -1 0
136 268 -1 0
135 268 -1 0
134 268 -1 0
133 268 -1 0
132 268 -1 0
131 268 -1 0
130 268 -1 0
129 268 -1 0
128 268 -1 0
127 268 -1 0
354 267 -1 0
353 267 -1 0
352 267 -1 0
351 267 -1 0
350 267 -1 0
349 267 -1 0
348 267 -1 0
347 267 -1 0
346 267 -1 0
345 267 -1 0
344 267 -1 0
138 267 -1 0
137 267 -1 0
136 267 -1 0
135 267 -1 0
134 267 -1 0
133 267 -1 0
132 267 -1 0
131 267 -1 0
130 267 -1 0
129 267 -1 0
128 267 -1 0
127 267 -1 0
126 267 -1 0
355 266 -1 0
354 266 -1 0
353 266 -1 0
352 266 -1 0
351 266 -1 0
350 266 -1 0
349 266 -1 0
348 266 -1 0
347 266 -1 0
346 266 -1 0
345 266 -1 0
344 266 -1 0
137 266 -1 0
136 266 -1 0
135 266 -1 0
134 266 -1 0
133 266 -1 0
132 266 -1 0
131 266 -1 0
130 266 -1 0
129 266 -1 0
128 266 -1 0
127 266 -1 0
126 266 -1 0
125 266 -1 0
124 266 -1 0
355 265 -1 0
354 265 -1 0
353 265 -1 0
352 265 -1 0
351 265 -1 0
350 265 -1 0
349 265 -1 0
348 265 -1 0
347 265 -1 0
346 265 -1 0
345 265 -1 0
137 265 -1 0
136 265 -1 0
135 265 -1 0
134 265 -1 0
133 265 -1 0
132 265 -1 0
131 265 -1 0
130 265 -1 0
129 265 -1 0
128 265 -1 0
127 265 -1 0
126 265 -1 0
125 265 -1 0
124 265 -1 0
123 265 -1 0
355 264 -1 0
354 264 -1 0
353 264 -1 0
352 264 -1 0
351 264 -1 0
350 264 -1 0
349 264 -1 0
348 264 -1 0
347 264 -1 0
346 264 -1 0
345 264 -1 0
137 264 -1 0
136 264 -1 0
135 264 -1 0
134 264 -1 0
133 264 -1 0
132 264 -1 0
131 264 -1 0
130 264 -1 0
129 264 -1 0
128 264 -1 0
127 264 -1 0
126 264 -1 0
125 264 -1 0
124 264 -1 0
123 264 -1 0
122 264 -1 0
121 264 -1 0
356 263 -1 0
355 263 -1 0
354 263 -1 0
353 263 -1 0
352 263 -1 0
351 263 -1 0
350 263 -1 0
349 263 -1 0
348 263 -1 0
347 263 -1 0
346 263 -1 0
345 263 -1 0
136 263 -1 0
135 263 -1 0
134 263 -1 0
133 263 -1 0
132 263 -1 0
131 263 -1 0
130 263 -1 0
129 263 -1 0
128 263 -1 0
127 263 -1 0
126 263 -1 0
125 263 -1 0
124 263 -1 0
123 263 -1 0
122 263 -1 0
121 263 -1 0
120 263 -1 0
356 262 -1 0
355 262 -1 0
354 262 -1 0
353 262 -1 0
352 262 -1 0
351 262 -1 0
350 262 -1 0
349 262 -1 0
348 262 -1 0
347 262 -1 0
346 262 -1 0
136 262 -1 0
135 262 -1 0
134 262 -1 0
133 262 -1 0
132 262 -1 0
131 262 -1 0
130 262 -1 0
129 262 -1 0
128 262 -1 0
127 262 -1 0
126 262 -1 0
125 262 -1 0
124 262 -1 0
123 262 -1 0
122 262 -1 0
121 262 -1 0
120 262 -1 0
119 262 -1 0
356 261 -1 0
355 261 -1 0
354 261 -1 0
353 261 -1 0
352 261 -1 0
351 261 -1 0
350 261 -1 0
349 261 -1 0
348 261 -1 0
347 261 -1 0
346 261 -1 0
135 261 -1 0
134 261 -1 0
133 261 -1 0
132 261 -1 0
131 261 -1 0
130 261 -1 0
129 261 -1 0
128 261 -1 0
127 261 -1 0
126 261 -1 0
125 261 -1 0
124 261 -1 0
123 261 -1 0
122 261 -1 0
121 261 -1 0
120 261 -1 0
119 261 -1 0
118 261 -1 0
356 260 -1 0
355 260 -1 0
354 260 -1 0
353 260 -1 0
352 260 -1 0
351 260 -1 0
350 260 -1 0
349 260 -1 0
348 260 -1 0
347 260 -1 0
346 260 -1 0
134 260 -1 0
133 260 -1 0
132 260 -1 0
131 260 -1 0
130 260 -1 0
129 260 -1 0
128 260 -1 0
127 260 -1 0
126 260 -1 0
125 260 -1 0
124 260 -1 0
123 260 -1 0
122 260 -1 0
121 260 -1 0
120 260 -1 0
119 260 -1 0
118 260 -1 0
117 260 -1 0
116 260 -1 0
356 259 -1 0
355 259 -1 0
354 259 -1 0
353 259 -1 0
352 259 -1 0
351 259 -1 0
350 259 -1 0
349 259 -1 0
348 259 -1 0
347 259 -1 0
346 259 -1 0
133 259 -1 0
132 259 -1 0
131 259 -1 0
130 259 -1 0
129 259 -1 0
128 259 -1 0
127 259 -1 0
126 259 -1 0
125 259 -1 0
124 259 -1 0
123 259 -1 0
122 259 -1 0
121 259 -1 0
120 259 -1 0
119 259 -1 0
118 259 -1 0
117 259 -1 0
116 259 -1 0
115 259 -1 0
114 259 -1 0
356 258 -1 0
355 258 -1 0
354 258 -1 0
353 258 -1 0
352 258 -1 0
351 258 -1 0
350 258 -1 0
349 258 -1 0
348 258 -1 0
347 258 -1 0
346 258 -1 0
132 258 -1 0
131 258 -1 0
130 258 -1 0
129 258 -1 0
128 258 -1 0
127 258 -1 0
126 258 -1 0
125 258 -1 0
124 258 -1 0
123 258 -1 0
122 258 -1 0
121 258 -1 0
120 258 -1 0
119 258 -1 0
118 258 -1 0
117 258 -1 0
116 258 -1 0
115 258 -1 0
114 258 -1 0
113 258 -1 0
356 257 -1 0
355 257 -1 0
354 257 -1 0
353 257 -1 0
352 257 -1 0
351 257 -1 0
350 257 -1 0
349 257 -1 0
348 257 -1 0
347 257 -1 0
346 257 -1 0
130 257 -1 0
129 257 -1 0
128 257 -1 0
127 257 -1 0
126 257 -1 0
125 257 -1 0
124 257 -1 0
123 257 -1 0
122 257 -1 0
121 257 -1 0
120 257 -1 0
119 257 -1 0
118 257 -1 0
117 257 -1 0
116 257 -1 0
115 257 -1 0
114 257 -1 0
113 257 -1 0
112 257 -1 0
111 257 -1 0
110 257 -1 0
356 256 -1 0
355 256 -1 0
354 256 -1 0
353 256 -1 0
352 256 -1 0
351 256 -1 0
350 256 -1 0
349 256 -1 0
348 256 -1 0
347 256 -1 0
346 256 -1 0
129 256 -1 0
128 256 -1 0
127 256 -1 0
126 256 -1 0
125 256 -1 0
124 256 -1 0
123 256 -1 0
122 256 -1 0
121 256 -1 0
120 256 -1 0
119 256 -1 0
118 256 -1 0
117 256 -1 0
116 256 -1 0
115 256 -1 0
114 256 -1 0
113 256 -1 0
112 256 -1 0
111 256 -1 0
110 256 -1 0
109 256 -1 0
108 256 -1 0
356 255 -1 0
355 255 -1 0
354 255 -1 0
353 255 -1 0
352 255 -1 0
351 255 -1 0
350 255 -1 0
349 255 -1 0
348 255 -1 0
347 255 -1 0
346 255 -1 0
128 255 -1 0
127 255 -1 0
126 255 -1 0
125 255 -1 0
124 255 -1 0
123 255 -1 0
122 255 -1 0
121 255 -1 0
120 255 -1 0
119 255 -1 0
118 255 -1 0
117 255 -1 0
116 255 -1 0
115 255 -1 0
114 255 -1 0
113 255 -1 0
112 255 -1 0
111 255 -1 0
110 255 -1 0
109 255 -1 0
108 255 -1 0
107 255 -1 0
106 255 -1 0
105 255 -1 0
356 254 -1 0
355 254 -1 0
354 254 -1 0
353 254 -1 0
352 254 -1 0
351 254 -1 0
350 254 -1 0
349 254 -1 0
348 254 -1 0
347 254 -1 0
346 254 -1 0
127 254 -1 0
126 254 -1 0
125 254 -1 0
124 254 -1 0
123 254 -1 0
122 254 -1 0
121 254 -1 0
120 254 -1 0
119 254 -1 0
118 254 -1 0
117 254 -1 0
116 254 -1 0
115 254 -1 0
114 254 -1 0
113 254 -1 0
112 254 -1 0
111 254 -1 0
110 254 -1 0
109 254 -1 0
108 254 -1 0
107 254 -1 0
106 254 -1 0
105 254 -1 0
104 254 -1 0
356 253 -1 0
355 253 -1 0
354 253 -1 0
353 253 -1 0
352 253 -1 0
351 253 -1 0
350 253 -1 0
